user_id,job_id,match_score,recommended,user_skill_count,job_req_count,skill_overlap_count,match_score_band
163,15,0.0910211610871307,0,5,2,2,Low
164,160,0.435923302663887,0,5,2,0,Low
165,24,0.11623979927654,0,2,2,1,Low
166,97,0.369473840054747,0,5,5,2,Low
167,258,0.311289247827263,0,2,2,0,Low
168,311,0.291509741498384,0,5,3,2,Low
169,238,0.491429164103975,0,4,4,2,Low
170,385,0.577057396544638,0,3,4,1,Low
171,186,0.869595664327565,1,2,5,1,Low
172,103,0.432448604992178,0,5,4,1,Low
173,37,0.407944122568561,0,3,3,0,Low
174,53,0.924955881681728,1,3,3,0,Low
175,369,0.274351155166443,0,3,3,1,Low
176,23,0.10345485442347,0,3,2,0,Low
177,291,0.652794549612525,0,3,2,1,Low
178,292,0.893575149811486,1,3,2,0,Low
179,313,0.849063697151654,1,3,2,1,Low
180,194,0.709663444599098,0,5,5,1,Low
181,118,0.58425410605556,0,4,3,2,Low
182,213,0.474021814119579,0,4,4,1,Low
183,485,0.860407309394779,1,2,3,1,Low
184,97,0.498094309028067,0,3,4,2,Low
185,237,0.577000193346487,0,4,4,1,Low
186,314,0.0507505955538967,0,5,4,3,Low
187,432,0.172855575747277,0,5,4,2,Low
188,332,0.75045711534051,0,5,3,2,Low
189,437,0.321738953414313,0,5,3,1,Low
190,111,0.938367640667307,1,2,5,2,Low
191,364,0.968865956139975,1,4,4,2,Low
192,186,0.343223404411013,0,4,4,2,Low
193,235,0.596417429746768,0,4,3,2,Low
194,475,0.64362969264466,0,3,4,0,Low
195,468,0.679337628024307,0,2,5,2,Low
196,326,0.766294510024463,0,4,4,2,Low
197,86,0.0189755929923728,0,2,2,0,Low
198,135,0.505249813671789,0,5,3,1,Low
199,496,0.392740883306359,0,3,5,3,Low
200,45,0.559555303272961,0,4,5,3,Low
201,155,0.0206032390177223,0,4,5,2,Low
202,60,0.0564477794351976,0,4,2,1,Low
203,320,0.847332559959021,1,4,4,1,Low
204,266,0.9381717144111,1,3,2,0,Low
205,159,0.388962147155728,0,3,3,2,Low
206,176,0.161978555465504,0,2,2,1,Low
207,42,0.186633772394297,0,5,2,1,Low
208,11,0.992175448197716,1,5,3,0,Low
209,143,0.296399079513699,0,2,5,1,Low
210,120,0.775646011502782,0,2,5,1,Low
211,127,0.487727155942108,0,4,3,0,Low
212,44,0.282139165234547,0,2,3,0,Low
213,193,0.319145029247429,0,5,2,2,Low
214,480,0.903577280861704,1,4,3,1,Low
215,425,0.348795349906892,0,4,5,2,Low
216,483,0.541502260760651,0,4,5,1,Low
217,99,0.546497679693999,0,3,5,2,Low
218,123,0.281038815358409,0,4,4,0,Low
219,402,0.526280048841292,0,5,2,1,Low
220,115,0.332809365512864,0,5,2,1,Low
221,374,0.571941420594865,0,2,5,1,Low
222,449,0.898900012351381,1,3,3,2,Low
223,446,0.934311301679771,1,5,4,2,Low
224,455,0.868587127389239,1,2,5,1,Low
225,222,0.352876585875175,0,4,4,0,Low
226,225,0.874448802919894,1,2,3,0,Low
227,48,0.720109665534629,0,4,2,1,Low
228,114,0.121651326186895,0,2,3,1,Low
229,134,0.414816088913068,0,5,3,1,Low
230,228,0.255607996280296,0,2,3,0,Low
231,483,0.848828598565578,1,5,3,1,Low
232,178,0.0015824379053444,0,5,5,0,Low
233,155,0.651866326437833,0,4,3,1,Low
234,40,0.299631853927249,0,4,3,2,Low
235,152,0.310349714094433,0,3,4,1,Low
236,292,0.686695110534072,0,2,5,1,Low
237,470,0.0118991345459447,0,3,2,2,Low
238,28,0.355540586464523,0,5,2,2,Low
239,15,0.0538833806863063,0,2,2,0,Low
240,434,0.378725470307131,0,2,5,1,Low
241,349,0.697207512436604,0,4,2,1,Low
242,473,0.420204035415728,0,3,4,0,Low
243,138,0.567280987782825,0,2,4,0,Low
244,334,0.428643918550207,0,3,2,1,Low
245,251,0.152721326308213,0,2,3,1,Low
246,57,0.337945961278678,0,3,4,1,Low
247,426,0.179994639596559,0,4,2,0,Low
248,173,0.781225575477847,0,2,3,2,Low
249,17,0.923978807225945,1,2,2,1,Low
250,97,0.94151110014866,1,3,5,2,Low
251,189,0.841173002514314,1,5,2,1,Low
252,128,0.363937526620135,0,5,3,2,Low
253,364,0.460249486683886,0,2,2,1,Low
254,427,0.432747670101289,0,4,3,0,Low
255,18,0.378827790363498,0,4,5,2,Low
256,258,0.291624999208909,0,2,2,0,Low
257,309,0.00796214263408202,0,5,2,1,Low
258,189,0.574284532376869,0,2,4,0,Low
259,97,0.590228276477335,0,4,5,2,Low
260,337,0.647609352940651,0,2,3,0,Low
261,21,0.645526171122045,0,5,4,3,Low
262,466,0.440166212923843,0,3,3,1,Low
263,434,0.000235234582851906,0,3,2,1,Low
264,455,0.18654880090411,0,3,4,0,Low
265,90,0.778649273211234,0,5,2,1,Low
266,40,0.943788598054915,1,5,2,0,Low
267,460,0.403603847653179,0,4,5,1,Low
268,5,0.984423391626514,1,4,4,1,Low
269,201,0.0267491418549973,0,4,2,0,Low
270,405,0.424175609032126,0,5,2,1,Low
271,450,0.560430796068694,0,5,4,1,Low
272,387,0.317074616608751,0,2,3,1,Low
273,302,0.149982395374901,0,4,3,2,Low
274,312,0.495748986597417,0,4,3,1,Low
275,449,0.852247730575385,1,2,5,1,Low
276,327,0.307128681585255,0,5,2,1,Low
277,108,0.133948685672649,0,2,5,1,Low
278,191,0.744444080818395,0,4,5,3,Low
279,393,0.355683047870613,0,2,2,0,Low
280,111,0.400677252329125,0,3,2,1,Low
281,65,0.378545142929356,0,3,2,1,Low
282,218,0.163277175809349,0,4,3,1,Low
283,221,0.405952632976802,0,4,3,1,Low
284,250,0.611153075665212,0,5,4,2,Low
285,434,0.906282193462524,1,2,4,1,Low
286,364,0.676779307491255,0,3,3,2,Low
287,78,0.947146803625964,1,3,3,0,Low
288,238,0.450163397614993,0,2,5,1,Low
289,453,0.695226588616704,0,2,4,2,Low
290,186,0.706347432112271,0,2,2,0,Low
291,9,0.909714509216413,1,3,5,2,Low
292,326,0.478066163582949,0,4,5,3,Low
293,143,0.870647841974262,1,4,4,1,Low
294,209,0.0994344626349345,0,3,4,2,Low
295,476,0.402543845686812,0,3,4,1,Low
296,486,0.151349045807647,0,4,3,1,Low
297,302,0.906906081550217,1,4,3,1,Low
298,359,0.405412075236756,0,2,3,0,Low
299,419,0.870753646304811,1,4,5,2,Low
300,261,0.680619828613286,0,5,5,4,Low
301,249,0.861260446902021,1,3,5,1,Low
302,318,0.0405130525933332,0,4,5,2,Low
303,175,0.80742014696524,1,4,3,1,Low
304,101,0.238671937528806,0,3,3,1,Low
305,258,0.218755060596827,0,4,4,1,Low
306,230,0.348587788568841,0,4,5,1,Low
307,154,0.404301493510416,0,5,4,1,Low
308,27,0.864010535922588,1,2,2,0,Low
309,171,0.238486606691811,0,4,4,1,Low
310,106,0.89083757533649,1,3,3,1,Low
311,182,0.0231591692530176,0,4,2,0,Low
312,26,0.0213067088339465,0,4,5,2,Low
313,131,0.483638116661953,0,3,2,1,Low
314,426,0.756505043434811,0,5,5,4,Low
315,448,0.355993941762628,0,2,5,0,Low
316,25,0.906499969151756,1,5,2,0,Low
317,312,0.660364353914824,0,2,2,0,Low
318,409,0.478224976504144,0,3,3,2,Low
319,144,0.112394507848154,0,3,3,2,Low
320,418,0.0194286600653448,0,2,4,1,Low
321,158,0.853961902901134,1,4,4,3,Low
322,405,0.81730880339402,1,2,4,1,Low
323,89,0.355099093717556,0,5,5,2,Low
324,465,0.424282385258835,0,4,4,1,Low
325,156,0.49018348692306,0,2,3,0,Low
326,76,0.613093594943455,0,2,3,1,Low
327,105,0.274273430518569,0,3,2,0,Low
328,109,0.677079470811284,0,5,4,3,Low
329,446,0.27024051475931,0,4,3,1,Low
330,55,0.531884888614277,0,4,5,2,Low
331,372,0.289414451151141,0,5,2,2,Low
332,242,0.341949665791282,0,4,5,2,Low
333,258,0.969725655700843,1,4,3,2,Low
334,14,0.867565776457665,1,4,3,1,Low
335,359,0.646467658168755,0,2,3,1,Low
336,473,0.352193564200633,0,5,4,2,Low
337,37,0.355847237834228,0,2,3,1,Low
338,110,0.7965138533557,0,3,4,2,Low
339,255,0.974592956831074,1,2,4,1,Low
340,468,0.179712007950687,0,4,4,1,Low
341,171,0.165355306990326,0,3,5,1,Low
342,94,0.940881588318023,1,3,5,1,Low
343,223,0.517890158788385,0,3,4,2,Low
344,294,0.935675506504462,1,2,2,0,Low
345,43,0.66305208778976,0,3,5,0,Low
346,396,0.0724930075024726,0,2,5,1,Low
347,46,0.235343670141226,0,2,4,1,Low
348,388,0.101350187857085,0,4,3,1,Low
349,397,0.730672488534863,0,4,3,1,Low
350,267,0.140640427458364,0,4,2,1,Low
351,53,0.00413765952798828,0,4,4,1,Low
352,199,0.572189403391376,0,5,3,1,Low
353,44,0.820630977853693,1,3,2,1,Low
354,345,0.196484277801503,0,3,4,0,Low
355,159,0.595858122449517,0,3,4,0,Low
356,76,0.950905280119235,1,4,3,1,Low
357,225,0.332356704019916,0,2,3,0,Low
358,355,0.377478310837794,0,4,4,0,Low
359,349,0.577074763461778,0,3,3,1,Low
360,285,0.641081574763143,0,3,3,0,Low
361,399,0.899620882203062,1,3,3,1,Low
362,226,0.969302611009876,1,3,4,1,Low
363,402,0.898048727800865,1,3,4,2,Low
364,419,0.299489579785186,0,3,3,1,Low
365,160,0.196932678113332,0,3,2,0,Low
366,88,0.158866282553907,0,2,5,2,Low
367,30,0.65929554171108,0,4,3,1,Low
368,109,0.538229897051081,0,4,2,1,Low
369,352,0.544155874864149,0,5,4,1,Low
370,217,0.669590413049178,0,2,3,0,Low
371,102,0.818630427280611,1,3,2,0,Low
372,401,0.305220216108821,0,3,5,2,Low
373,66,0.116943665358665,0,2,2,1,Low
374,289,0.232339231563991,0,4,4,2,Low
375,208,0.931779367063543,1,4,5,1,Low
376,361,0.726898930950622,0,5,5,2,Low
377,61,0.485887422836511,0,4,3,3,Low
378,361,0.792200764166601,0,3,5,0,Low
379,141,0.204226849218205,0,5,5,3,Low
380,8,0.283017499983766,0,3,4,1,Low
381,313,0.717358398290567,0,5,5,2,Low
382,117,0.668595999332,0,3,4,0,Low
383,67,0.465747753986428,0,5,5,2,Low
384,362,0.640557659277915,0,4,3,0,Low
385,199,0.197507257244575,0,2,3,1,Low
386,233,0.677226334317307,0,2,5,1,Low
387,427,0.49322617553212,0,2,4,0,Low
388,81,0.468137189415827,0,5,2,1,Low
389,33,0.727862813058865,0,3,2,1,Low
390,91,0.863066056185764,1,4,2,1,Low
391,438,0.484892819146497,0,2,2,1,Low
392,460,0.970903075815112,1,4,5,2,Low
393,158,0.493959208221881,0,3,3,2,Low
394,478,0.5842539993284,0,5,5,2,Low
395,257,0.413843441361515,0,5,4,1,Low
396,342,0.578544363100792,0,2,4,0,Low
397,401,0.104500355888094,0,3,3,1,Low
398,213,0.526305672404853,0,3,4,2,Low
399,69,0.115327346971439,0,3,3,2,Low
400,280,0.266405151967956,0,2,5,1,Low
401,232,0.562845603033066,0,4,4,2,Low
402,300,0.351219154525778,0,4,5,1,Low
403,166,0.511086754940537,0,2,4,2,Low
404,414,0.658154045708224,0,5,3,1,Low
405,489,0.350695464008074,0,2,5,1,Low
406,424,0.161719977958624,0,4,5,4,Low
407,372,0.105306394131972,0,5,4,2,Low
408,78,0.965497803162397,1,5,5,3,Low
409,17,0.440920450193183,0,4,5,3,Low
410,471,0.29008349249002,0,3,2,0,Low
411,123,0.00265802927470438,0,2,2,0,Low
412,380,0.170539323087056,0,4,5,2,Low
413,261,0.49398324640278,0,5,5,2,Low
414,335,0.74816303570542,0,2,3,1,Low
415,194,0.728437999225274,0,4,4,3,Low
416,336,0.970541024219138,1,3,2,1,Low
417,394,0.246045907016593,0,2,3,0,Low
418,55,0.915346642808861,1,5,5,2,Low
419,263,0.430548635000621,0,3,2,1,Low
420,140,0.367698237797067,0,4,4,1,Low
421,195,0.981545474070914,1,2,3,0,Low
422,431,0.000364510207493951,0,5,2,1,Low
423,500,0.484652153406775,0,4,5,0,Low
424,402,0.541097328378587,0,5,3,1,Low
425,375,0.354431829780757,0,3,3,2,Low
426,345,0.542999660329617,0,5,3,2,Low
427,427,0.124072952967072,0,5,3,0,Low
428,183,0.0578296314396309,0,3,4,1,Low
429,168,0.340893859150317,0,5,3,3,Low
430,293,0.202979245931984,0,3,3,1,Low
431,169,0.343915793719149,0,4,3,0,Low
432,255,0.572936668686139,0,2,3,0,Low
433,16,0.909796796814958,1,2,2,1,Low
434,462,0.506843569723797,0,2,2,0,Low
435,52,0.384525461250625,0,4,2,0,Low
436,118,0.918469974825226,1,3,4,1,Low
437,308,0.211395954049432,0,2,4,0,Low
438,425,0.964371350106892,1,2,3,0,Low
439,451,0.488709003587635,0,4,3,0,Low
440,433,0.59307301195061,0,5,3,2,Low
441,166,0.100097883999255,0,2,3,0,Low
442,33,0.520003383258626,0,4,5,1,Low
443,3,0.559487014163296,0,4,5,1,Low
444,110,0.116434306926518,0,2,2,0,Low
445,59,0.792401871176922,0,2,5,1,Low
446,42,0.738148248058749,0,5,5,3,Low
447,441,0.99640366694575,1,3,2,1,Low
448,426,0.797044480799919,0,2,5,1,Low
449,492,0.605254709157234,0,3,4,1,Low
450,271,0.767992922181544,0,2,5,1,Low
451,350,0.673278387252932,0,4,2,0,Low
452,331,0.991778368362455,1,4,5,2,Low
453,410,0.0752388047284627,0,2,2,0,Low
454,1,0.0362256336625997,0,2,3,0,Low
455,174,0.22662495291008,0,5,4,2,Low
456,394,0.390559906018618,0,5,5,3,Low
457,322,0.561656950599851,0,2,2,1,Low
458,359,0.169746934557285,0,2,5,0,Low
459,272,0.515535407922516,0,4,3,2,Low
460,25,0.430734679038103,0,4,3,0,Low
461,62,0.547193484965628,0,3,4,1,Low
462,348,0.535612553876845,0,3,4,2,Low
463,199,0.284149682599781,0,4,5,2,Low
464,95,0.525528660689839,0,3,5,1,Low
465,20,0.651584988516322,0,3,5,2,Low
466,317,0.0338007818541712,0,5,5,2,Low
467,289,0.3741887741002,0,2,4,0,Low
468,130,0.0438986209612586,0,2,3,0,Low
469,404,0.948394835183534,1,2,3,0,Low
470,452,0.384340247310375,0,2,5,1,Low
471,463,0.744963175152857,0,4,4,1,Low
472,373,0.268963921969467,0,2,3,1,Low
473,44,0.334372139319787,0,3,3,1,Low
474,17,0.485068294315081,0,4,2,1,Low
475,420,0.631348051580983,0,4,2,1,Low
476,76,0.701929995830858,0,5,2,1,Low
477,3,0.949216436983501,1,2,4,1,Low
478,484,0.665274701740323,0,2,5,1,Low
479,440,0.554415247921925,0,2,3,0,Low
480,257,0.71486077130243,0,2,5,1,Low
481,17,0.992191102766068,1,2,5,1,Low
482,32,0.435673572134038,0,2,3,1,Low
483,477,0.370612726441699,0,5,4,1,Low
484,223,0.323679075737307,0,2,5,1,Low
485,476,0.354958017028247,0,2,3,0,Low
486,117,0.626886538181307,0,4,5,1,Low
487,79,0.276131488169938,0,4,3,2,Low
488,254,0.546068940737517,0,2,2,0,Low
489,63,0.450645015266192,0,5,3,2,Low
490,278,0.657375151648166,0,2,3,0,Low
491,202,0.383550142699922,0,4,4,2,Low
492,388,0.578904778890375,0,5,2,0,Low
493,490,0.334405518208656,0,2,5,0,Low
494,45,0.937561688282174,1,4,2,0,Low
495,207,0.58127930123015,0,2,4,0,Low
496,224,0.0132723199913909,0,4,2,1,Low
497,396,0.572211323153929,0,2,3,0,Low
498,96,0.821799140083095,1,2,2,1,Low
499,209,0.283415750054709,0,2,5,1,Low
500,475,0.879553226285557,1,5,3,1,Low
501,190,0.646912518677701,0,3,4,1,Low
502,176,0.585302804102954,0,3,5,2,Low
503,114,0.41369794883497,0,2,4,0,Low
504,128,0.142012029587029,0,4,3,2,Low
505,300,0.41514548844544,0,5,5,1,Low
506,272,0.209638586991194,0,5,5,2,Low
507,213,0.92830360639295,1,3,4,1,Low
508,343,0.734061993694631,0,2,3,0,Low
509,402,0.338780116995658,0,2,2,1,Low
510,297,0.0783103886563527,0,2,2,1,Low
511,173,0.879221651738606,1,3,5,1,Low
512,81,0.919081065963273,1,2,5,0,Low
513,91,0.317780764871712,0,4,3,0,Low
514,471,0.674219583863294,0,4,3,2,Low
515,315,0.782652215782387,0,2,5,1,Low
516,421,0.588398020666697,0,4,5,2,Low
517,375,0.733478050554711,0,2,3,1,Low
518,391,0.671978697169942,0,4,3,0,Low
519,453,0.289684154840817,0,5,4,2,Low
520,474,0.23428655195395,0,2,4,0,Low
521,303,0.327075605889577,0,4,5,2,Low
522,85,0.598589621268764,0,4,3,1,Low
523,208,0.403212047782318,0,5,2,2,Low
524,177,0.212957944057365,0,2,4,0,Low
525,161,0.00985937622996591,0,2,5,2,Low
526,74,0.854644005697137,1,5,2,2,Low
527,382,0.259486431710301,0,2,4,1,Low
528,258,0.136839360997173,0,3,3,1,Low
529,389,0.136777190590548,0,2,4,2,Low
530,413,0.349704362813152,0,5,2,0,Low
531,163,0.447105328888613,0,2,2,1,Low
532,428,0.643759788327985,0,3,2,1,Low
533,198,0.725970498620133,0,5,3,2,Low
534,86,0.586576441107469,0,5,4,1,Low
535,445,0.150375753897945,0,4,5,2,Low
536,257,0.141767838116009,0,4,2,1,Low
537,10,0.96840926622111,1,4,3,0,Low
538,276,0.155452426651475,0,5,3,1,Low
539,104,0.413900601355696,0,3,5,2,Low
540,444,0.992473711276561,1,4,4,2,Low
541,8,0.665003570371547,0,4,4,1,Low
542,492,0.372205725110133,0,3,3,3,Low
543,124,0.959336980259951,1,4,2,1,Low
544,275,0.87014105215192,1,2,5,1,Low
545,183,0.837886154712909,1,5,3,1,Low
546,219,0.152789353644284,0,4,3,2,Low
547,100,0.668877962369345,0,2,4,0,Low
548,332,0.450537949935002,0,4,5,2,Low
549,449,0.434152282916693,0,4,4,3,Low
550,123,0.163014559647332,0,3,4,2,Low
551,82,0.968567240512609,1,3,2,0,Low
552,468,0.133916867733647,0,2,3,0,Low
553,25,0.795380545375972,0,2,5,1,Low
554,260,0.373961399607199,0,2,4,1,Low
555,20,0.550430537224017,0,5,5,3,Low
556,92,0.151151538182391,0,2,2,0,Low
557,37,0.48472537949837,0,4,2,2,Low
558,43,0.729602564958664,0,4,3,0,Low
559,14,0.0655246787617284,0,4,4,2,Low
560,12,0.911409917956026,1,5,5,2,Low
561,444,0.303874361544529,0,3,3,1,Low
562,296,0.760082533459953,0,5,5,1,Low
563,293,0.12381360341263,0,5,4,3,Low
564,273,0.102544383714725,0,2,3,1,Low
565,228,0.676406886460284,0,2,5,2,Low
566,342,0.346815641989212,0,3,3,0,Low
567,30,0.00770164601215884,0,3,5,2,Low
568,235,0.431681109320594,0,5,3,2,Low
569,431,0.0062150220605679,0,4,2,2,Low
570,59,0.500677975732783,0,4,2,1,Low
571,428,0.0714606514300572,0,3,2,2,Low
572,17,0.283633702754759,0,5,5,2,Low
573,388,0.48291997622145,0,4,4,3,Low
574,461,0.241128609813523,0,5,3,2,Low
575,308,0.290601070313882,0,2,4,1,Low
576,411,0.443870313952125,0,2,4,0,Low
577,105,0.218233388139363,0,2,3,0,Low
578,62,0.467613964749757,0,3,5,2,Low
579,374,0.00553529532018926,0,5,3,3,Low
580,67,0.778532124455823,0,3,5,0,Low
581,378,0.184328001404163,0,5,2,1,Low
582,27,0.749405210218395,0,4,4,2,Low
583,418,0.173869400248377,0,4,3,0,Low
584,66,0.735217954007477,0,2,4,2,Low
585,282,0.873002132746368,1,3,5,0,Low
586,54,0.951864614092337,1,2,4,0,Low
587,178,0.958308576119898,1,4,3,2,Low
588,144,0.320701850912488,0,5,3,3,Low
589,449,0.810181123724009,1,3,4,1,Low
590,162,0.379723466799777,0,3,3,2,Low
591,411,0.349307744608541,0,3,2,0,Low
592,189,0.976604140498604,1,4,5,3,Low
593,485,0.133370089045154,0,5,4,2,Low
594,347,0.498614487007175,0,4,5,2,Low
595,403,0.0560885407699275,0,3,3,2,Low
596,238,0.202988810620752,0,4,3,0,Low
597,229,0.139113335710139,0,5,5,2,Low
598,178,0.619458448346045,0,5,5,1,Low
599,423,0.206359956695429,0,5,3,3,Low
600,183,0.371948422278081,0,2,3,1,Low
601,309,0.323030732351048,0,4,5,1,Low
602,96,0.0658425019068948,0,2,3,0,Low
